Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric_Admissions,Sex_x,Value_Admissions,Metric_Fatalities,Value_Fatalities,"Tobacco Price
Index","Retail Prices
Index",Tobacco Price Index Relative to Retail Price Index,Real Households' Disposable Income,Affordability of Tobacco Index,Household Expenditure on Tobacco,Household Expenditure Total,Expenditure on Tobacco as a Percentage of Expenditure,All Pharmacotherapy Prescriptions,Nicotine Replacement Therapy (NRT) Prescriptions,Bupropion (Zyban) Prescriptions,Varenicline (Champix) Prescriptions,Net Ingredient Cost of All Pharmacotherapies,Net Ingredient Cost of Nicotine Replacement Therapies (NRT),Net Ingredient Cost of Bupropion (Zyban),Net Ingredient Cost of Varenicline (Champix),16 and Over,16-24,25-34,35-49,50-59,60 and Over
2011,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Male,12698,Attributable number,800,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Male,12698,Attributable number,800,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Male,12698,Attributable number,800,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,2900,Number of observed deaths,3497,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,2900,Number of observed deaths,3497,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,2900,Number of observed deaths,3497,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,2900,Attributable number,800,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,2900,Attributable number,800,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,2900,Attributable number,800,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Male,3938,Number of observed deaths,3897,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Male,3938,Number of observed deaths,3897,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Male,3938,Number of observed deaths,3897,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Male,3938,Attributable number,2100,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Male,3938,Attributable number,2100,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Male,3938,Attributable number,2100,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,2100,Number of observed deaths,3897,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,2100,Number of observed deaths,3897,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,2100,Number of observed deaths,3897,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,2100,Attributable number,2100,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,2100,Attributable number,2100,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,2100,Attributable number,2100,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Male,23681,Number of observed deaths,1337,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Male,23681,Number of observed deaths,1337,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Male,23681,Number of observed deaths,1337,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Male,23681,Attributable number,300,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Male,23681,Attributable number,300,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Male,23681,Attributable number,300,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,5200,Number of observed deaths,1337,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,5200,Number of observed deaths,1337,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,5200,Number of observed deaths,1337,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,5200,Attributable number,300,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,5200,Attributable number,300,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,5200,Attributable number,300,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Male,2934,Number of observed deaths,716,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Male,2934,Number of observed deaths,716,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Male,2934,Number of observed deaths,716,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Male,2934,Attributable number,600,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Male,2934,Attributable number,600,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Male,2934,Attributable number,600,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,2600,Number of observed deaths,716,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,2600,Number of observed deaths,716,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,2600,Number of observed deaths,716,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,2600,Attributable number,600,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,2600,Attributable number,600,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,2600,Attributable number,600,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Male,52881,Number of observed deaths,11129,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Male,52881,Number of observed deaths,11129,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Male,52881,Number of observed deaths,11129,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Male,52881,Attributable number,8800,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Male,52881,Attributable number,8800,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Male,52881,Attributable number,8800,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,41600,Number of observed deaths,11129,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,41600,Number of observed deaths,11129,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,41600,Number of observed deaths,11129,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,41600,Attributable number,8800,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,41600,Attributable number,8800,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,41600,Attributable number,8800,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Male,74755,Number of observed deaths,10086,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Male,74755,Number of observed deaths,10086,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Male,74755,Number of observed deaths,10086,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Male,74755,Attributable number,2400,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Male,74755,Attributable number,2400,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Male,74755,Attributable number,2400,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,18600,Number of observed deaths,10086,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,18600,Number of observed deaths,10086,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,18600,Number of observed deaths,10086,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,18600,Attributable number,2400,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,18600,Attributable number,2400,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,18600,Attributable number,2400,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,145316,Number of observed deaths,8655,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,145316,Number of observed deaths,8655,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,145316,Number of observed deaths,8655,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,145316,Attributable number,1500,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,145316,Attributable number,1500,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,145316,Attributable number,1500,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,26000,Number of observed deaths,8655,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,26000,Number of observed deaths,8655,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,26000,Number of observed deaths,8655,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,26000,Attributable number,1500,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,26000,Attributable number,1500,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,26000,Attributable number,1500,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,184963,Number of observed deaths,34908,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,184963,Number of observed deaths,34908,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,184963,Number of observed deaths,34908,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,184963,Attributable number,5600,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,184963,Attributable number,5600,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,184963,Attributable number,5600,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,46700,Number of observed deaths,34908,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,46700,Number of observed deaths,34908,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,46700,Number of observed deaths,34908,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,46700,Attributable number,5600,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,46700,Attributable number,5600,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,46700,Attributable number,5600,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,24327,Number of observed deaths,1008,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,24327,Number of observed deaths,1008,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,24327,Number of observed deaths,1008,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,24327,Attributable number,200,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,24327,Attributable number,200,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,24327,Attributable number,200,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,4100,Number of observed deaths,1008,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,4100,Number of observed deaths,1008,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,4100,Number of observed deaths,1008,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,4100,Attributable number,200,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,4100,Attributable number,200,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,4100,Attributable number,200,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,52534,Number of observed deaths,13357,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,52534,Number of observed deaths,13357,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
2011,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,52534,Number of observed deaths,13357,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,19,24,21,23,18,12
2011,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,52534,Attributable number,1700,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,20,24,23,24,19,13
2011,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,52534,Attributable number,1700,974.9,351.9,277.1,189.3,68.3,18217,990828,1.8,2532,1545,30,957,64552,30951,1216,32385,21,24,26,25,20,14
